Location,No. of Cases,Date,Coordinates,Closest Location,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
"Pasir Ris Street 51 (Blk 564), Singapore",1,01-06-18,"1.3683693, 103.9498624",Pasir Ris (Central) ,28.2,7.8,13.2,19.4,—,—,—,—,—
"Petir Road (Blk 215), Singapore",1,01-06-18,"1.3750840, 103.7742901",Bukit Panjang ,35.6,14.4,23.2,28.2,—,—,—,—,—
"Petir Road (Blk 216), Singapore",1,01-06-18,"1.3746049, 103.7747428",Bukit Panjang ,35.6,14.4,23.2,28.2,—,—,—,—,—
"Petir Road (Blk 218), Singapore",1,01-06-18,"1.3744281, 103.7736564",Bukit Panjang ,35.6,14.4,23.2,28.2,—,—,—,—,—
"Tampines Street 12 (Blk 143), Singapore",2,01-06-18,"1.3480349, 103.9436301",Simei ,27,9,12.5,18.5,—,—,—,—,—
"Tampines Street 12 (Blk 144), Singapore",1,01-06-18,"1.3484372, 103.9436755",Simei ,27,9,12.5,18.5,—,—,—,—,—
"Tampines Street 42 (Blk 460), Singapore",1,01-06-18,"1.3583631, 103.9549617",Pasir Ris (Central) ,28.2,7.8,13.2,19.4,—,—,—,—,—
"Tampines Street 43 (Blk 474), Singapore",1,01-06-18,"1.3598407, 103.9527077",Pasir Ris (Central) ,28.2,7.8,13.2,19.4,—,—,—,—,—
"Tampines Street 44 (Blk 463), Singapore",1,01-06-18,"1.3592438, 103.9545991",Pasir Ris (Central) ,28.2,7.8,13.2,19.4,—,—,—,—,—
"Bukit Batok Central (Blk 639 ), Singapore",2,01-06-18,"1.3493360, 103.7518769",Jurong (North) ,30.2,9.2,16,23.4,—,—,—,—,—
"Hougang Avenue 7 (Rio Casa ), Singapore",2,04-06-18,"1.3716828, 103.9005335",Buangkok ,2.4,2.4,2.4,2.4,—,—,—,—,—
"Hougang Avenue 7 (The Florida), Singapore",4,04-06-18,"1.3738889, 103.9005556",Buangkok ,2.4,2.4,2.4,2.4,—,—,—,—,—
"Upper Serangoon View, Singapore",60,04-06-18,"1.3748146, 103.9030599",Buangkok ,2.4,2.4,2.4,2.4,—,—,—,—,—
"Upper Serangoon View (Boat house Residences), Singapore",9,04-06-18,"1.3757060, 103.9029789",Buangkok ,2.4,2.4,2.4,2.4,—,—,—,—,—
"Upper Serangoon View (Hero n Bay), Singapore",8,04-06-18,"1.3763120, 103.9032169",Buangkok ,2.4,2.4,2.4,2.4,—,—,—,—,—
"Upper Serangoon View (Rio V ista), Singapore",9,04-06-18,"1.3732500, 103.9015266",Buangkok ,2.4,2.4,2.4,2.4,—,—,—,—,—
"Whampoa Drive (Blk 9 8), Singapore",2,04-06-18,"1.3225986, 103.8530548",Whampoa ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Whampoa Drive (Blk 1 00), Singapore",1,04-06-18,"1.3226058, 103.8528922",Whampoa ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Whampoa Drive (Blk 1 01), Singapore",2,04-06-18,"1.3226058, 103.8528922",Whampoa ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Pasir Ris Street 51 (Blk 559), Singapore",1,04-06-18,"1.3664363, 103.9516981",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Pasir Ris Street 51 (Blk 560), Singapore",2,04-06-18,"1.3667367, 103.9504289",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Pasir Ris Street 51 (Blk 564), Singapore",1,04-06-18,"1.3683693, 103.9498624",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Petir Road (Blk 215), Singapore",1,04-06-18,"1.3750840, 103.7742901",Bukit Panjang ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Petir Road (Blk 216), Singapore",1,04-06-18,"1.3746049, 103.7747428",Bukit Panjang ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Petir Road (Blk 218), Singapore",1,04-06-18,"1.3744281, 103.7736564",Bukit Panjang ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Tampines Street 12 (Blk 143), Singapore",2,04-06-18,"1.3480349, 103.9436301",Simei ,1,1,1,1,—,—,—,—,—
"Tampines Street 12 (Blk 144), Singapore",1,04-06-18,"1.3484372, 103.9436755",Simei ,1,1,1,1,—,—,—,—,—
"Tampines Street 42 (Blk 460), Singapore",1,04-06-18,"1.3583631, 103.9549617",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 43 (Blk 474), Singapore",1,04-06-18,"1.3598407, 103.9527077",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 44 (Blk 463), Singapore",1,04-06-18,"1.3592438, 103.9545991",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Bukit Batok Central (Blk 639 ), Singapore",2,04-06-18,"1.3493360, 103.7518769",Jurong (North) ,0,0,0,0,—,—,—,—,—
"Hougang Avenue 7 (Blk 354), Singapore",1,08-06-18,"1.3724597, 103.8992195",Buangkok ,14,13.8,14,14,—,—,—,—,—
"Hougang Avenue 7 (Rio Casa ), Singapore",2,08-06-18,"1.3716828, 103.9005335",Buangkok ,14,13.8,14,14,—,—,—,—,—
"Hougang Avenue 7 (The Florida), Singapore",5,08-06-18,"1.3738889, 103.9005556",Buangkok ,14,13.8,14,14,—,—,—,—,—
"Upper Serangoon View, Singapore",63,08-06-18,"1.3748146, 103.9030599",Buangkok ,14,13.8,14,14,—,—,—,—,—
"Upper Serangoon View (Boat house Residences), Singapore",11,08-06-18,"1.3757060, 103.9029789",Buangkok ,14,13.8,14,14,—,—,—,—,—
"Upper Serangoon View (Hero n Bay), Singapore",9,08-06-18,"1.3763120, 103.9032169",Buangkok ,14,13.8,14,14,—,—,—,—,—
"Upper Serangoon View (Rio V ista), Singapore",10,08-06-18,"1.3732500, 103.9015266",Buangkok ,14,13.8,14,14,—,—,—,—,—
"Tampines Street 42 (Blk 454), Singapore",1,08-06-18,"1.3574198, 103.9549400",Pasir Ris (Central) ,0.8,0.8,0.8,0.8,—,—,—,—,—
"Tampines Street 42 (Blk 460), Singapore",1,08-06-18,"1.3583631, 103.9549617",Pasir Ris (Central) ,0.8,0.8,0.8,0.8,—,—,—,—,—
"Tampines Street 44 (Blk 438), Singapore",1,08-06-18,"1.3603440, 103.9514870",Pasir Ris (Central) ,0.8,0.8,0.8,0.8,—,—,—,—,—
"Tampines Street 43 (Blk 474), Singapore",1,08-06-18,"1.3598407, 103.9527077",Pasir Ris (Central) ,0.8,0.8,0.8,0.8,—,—,—,—,—
"Tampines Street 44 (Blk 463), Singapore",2,08-06-18,"1.3592438, 103.9545991",Pasir Ris (Central) ,0.8,0.8,0.8,0.8,—,—,—,—,—
"Tampines Street 11 (Blk 107), Singapore",1,08-06-18,"1.3483749, 103.9480720",Simei ,0.4,0.4,0.4,0.4,—,—,—,—,—
"Tampines Street 11 (Blk 109), Singapore",1,08-06-18,"1.3474197, 103.9487065",Simei ,0.4,0.4,0.4,0.4,—,—,—,—,—
"Yishun Ring Road (Blk 8 06), Singapore",1,08-06-18,"1.4171130, 103.8311650",Khatib ,1.2,1,1.2,1.2,28.6,33,24,3.6,32.4
"Yishun Ring Road (Blk 8 09), Singapore",1,08-06-18,"1.4166280, 103.8307020",Khatib ,1.2,1,1.2,1.2,28.6,33,24,3.6,32.4
"Yishun Street 61 (Blk 636), Singapore",1,08-06-18,"1.4197521, 103.8393106",Khatib ,1.2,1,1.2,1.2,28.6,33,24,3.6,32.4
"Yishun Street 61 (Blk 638), Singapore",1,08-06-18,"1.4201093, 103.8381329",Khatib ,1.2,1,1.2,1.2,28.6,33,24,3.6,32.4
"Hougang Avenue 7 (Blk 354), Singapore",1,11-06-18,"1.3724597, 103.8992195",Buangkok ,0,0,0,0,—,—,—,—,—
"Hougang Avenue 7 (Rio Casa ), Singapore",2,11-06-18,"1.3716828, 103.9005335",Buangkok ,0,0,0,0,—,—,—,—,—
"Hougang Avenue 7 (The Florida), Singapore",5,11-06-18,"1.3738889, 103.9005556",Buangkok ,0,0,0,0,—,—,—,—,—
"Upper Serangoon View, Singapore",63,11-06-18,"1.3748146, 103.9030599",Buangkok ,0,0,0,0,—,—,—,—,—
"Upper Serangoon View (Boat house Residences), Singapore",11,11-06-18,"1.3757060, 103.9029789",Buangkok ,0,0,0,0,—,—,—,—,—
"Upper Serangoon View (Hero n Bay), Singapore",9,11-06-18,"1.3763120, 103.9032169",Buangkok ,0,0,0,0,—,—,—,—,—
"Upper Serangoon View (Rio V ista), Singapore",11,11-06-18,"1.3732500, 103.9015266",Buangkok ,0,0,0,0,—,—,—,—,—
"Tampines Street 42 (Blk 454), Singapore",1,11-06-18,"1.3574198, 103.9549400",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 42 (Blk 460), Singapore",1,11-06-18,"1.3583631, 103.9549617",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 44 (Blk 438), Singapore",1,11-06-18,"1.3603440, 103.9514870",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 43 (Blk 474), Singapore",1,11-06-18,"1.3598407, 103.9527077",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 44 (Blk 463), Singapore",3,11-06-18,"1.3592438, 103.9545991",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 11 (Blk 107), Singapore",1,11-06-18,"1.3483749, 103.9480720",Simei ,0,0,0,0,—,—,—,—,—
"Tampines Street 11 (Blk 109), Singapore",1,11-06-18,"1.3474197, 103.9487065",Simei ,0,0,0,0,—,—,—,—,—
"Yishun Ring Road (Blk 8 06), Singapore",1,11-06-18,"1.4171130, 103.8311650",Khatib ,0,0,0,0,29.6,33.6,26.4,6.5,31.7
"Yishun Ring Road (Blk 8 09), Singapore",1,11-06-18,"1.4166280, 103.8307020",Khatib ,0,0,0,0,29.6,33.6,26.4,6.5,31.7
"Yishun Street 61 (Blk 636), Singapore",1,11-06-18,"1.4197521, 103.8393106",Khatib ,0,0,0,0,29.6,33.6,26.4,6.5,31.7
"Yishun Street 61 (Blk 638), Singapore",1,11-06-18,"1.4201093, 103.8381329",Khatib ,0,0,0,0,29.6,33.6,26.4,6.5,31.7
"Hougang Avenue 7 (Blk 354), Singapore",1,14-06-18,"1.3724597, 103.8992195",Buangkok ,31.4,19,30.6,31.4,—,—,—,—,—
"Hougang Avenue 7 (Rio Casa ), Singapore",2,14-06-18,"1.3716828, 103.9005335",Buangkok ,31.4,19,30.6,31.4,—,—,—,—,—
"Hougang Avenue 7 (The Florida), Singapore",5,14-06-18,"1.3738889, 103.9005556",Buangkok ,31.4,19,30.6,31.4,—,—,—,—,—
"Upper Serangoon View, Singapore",63,14-06-18,"1.3748146, 103.9030599",Buangkok ,31.4,19,30.6,31.4,—,—,—,—,—
"Upper Serangoon View (Boat house Residences), Singapore",11,14-06-18,"1.3757060, 103.9029789",Buangkok ,31.4,19,30.6,31.4,—,—,—,—,—
"Upper Serangoon View (Hero n Bay), Singapore",11,14-06-18,"1.3763120, 103.9032169",Buangkok ,31.4,19,30.6,31.4,—,—,—,—,—
"Upper Serangoon View (Rio V ista), Singapore",12,14-06-18,"1.3732500, 103.9015266",Buangkok ,31.4,19,30.6,31.4,—,—,—,—,—
"Tampines Street 41 (Blk 430), Singapore",1,14-06-18,"1.3586475, 103.9497416",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 42 (Blk 454), Singapore",1,14-06-18,"1.3574198, 103.9549400",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 42 (Blk 460), Singapore",1,14-06-18,"1.3583631, 103.9549617",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 43 (Blk 434), Singapore",1,14-06-18,"1.3592614, 103.9516074",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 43 (Blk 438), Singapore",1,14-06-18,"1.3604189, 103.9515101",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 43 (Blk 474), Singapore",1,14-06-18,"1.3598407, 103.9527077",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 44 (Blk 463), Singapore",3,14-06-18,"1.3592438, 103.9545991",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 04), Singapore",1,14-06-18,"1.3292763, 103.9098223",Chai Chee ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 16), Singapore",1,14-06-18,"1.3311124, 103.9086442",Chai Chee ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 17), Singapore",2,14-06-18,"1.3314046, 103.9087348",Chai Chee ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 18), Singapore",1,14-06-18,"1.3310913, 103.9091200",Chai Chee ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 20), Singapore",1,14-06-18,"1.3309592, 103.9098223",Chai Chee ,0,0,0,0,—,—,—,—,—
"Tampines Street 45 (Blk 491C ), Singapore",1,14-06-18,"1.3618794, 103.9545991",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 45 (Blk 491D ), Singapore",1,14-06-18,"1.3624828, 103.9547124",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 45 (Blk 491F ), Singapore",1,14-06-18,"1.3630493, 103.9548710",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 45 (Blk 491G ), Singapore",1,14-06-18,"1.3634132, 103.9544145",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 12 (Blk 143), Singapore",3,14-06-18,"1.3480349, 103.9436301",Simei ,0,0,0,0,—,—,—,—,—
"Hougang Avenue 7 (Blk 354), Singapore",1,18-06-18,"1.3724597, 103.8992195",Buangkok ,1,0.6,1,1,—,—,—,—,—
"Hougang Avenue 7 (Rio Casa ), Singapore",2,18-06-18,"1.3716828, 103.9005335",Buangkok ,1,0.6,1,1,—,—,—,—,—
"Hougang Avenue 7 (The Florida), Singapore",5,18-06-18,"1.3738889, 103.9005556",Buangkok ,1,0.6,1,1,—,—,—,—,—
"Upper Serangoon View, Singapore",63,18-06-18,"1.3748146, 103.9030599",Buangkok ,1,0.6,1,1,—,—,—,—,—
"Upper Serangoon View (Boat house Residences), Singapore",11,18-06-18,"1.3757060, 103.9029789",Buangkok ,1,0.6,1,1,—,—,—,—,—
"Upper Serangoon View (Hero n Bay), Singapore",11,18-06-18,"1.3763120, 103.9032169",Buangkok ,1,0.6,1,1,—,—,—,—,—
"Upper Serangoon View (Rio V ista), Singapore",12,18-06-18,"1.3732500, 103.9015266",Buangkok ,1,0.6,1,1,—,—,—,—,—
"Tampines Street 41 (Blk 430), Singapore",1,18-06-18,"1.3586475, 103.9497416",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 42 (Blk 454), Singapore",1,18-06-18,"1.3574198, 103.9549400",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 42 (Blk 460), Singapore",1,18-06-18,"1.3583631, 103.9549617",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 43 (Blk 434), Singapore",1,18-06-18,"1.3592614, 103.9516074",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 43 (Blk 438), Singapore",1,18-06-18,"1.3604189, 103.9515101",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 43 (Blk 474), Singapore",1,18-06-18,"1.3598407, 103.9527077",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 44 (Blk 463), Singapore",3,18-06-18,"1.3592438, 103.9545991",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 04), Singapore",1,18-06-18,"1.3292763, 103.9098223",Chai Chee ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 16), Singapore",1,18-06-18,"1.3311124, 103.9086442",Chai Chee ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 17), Singapore",2,18-06-18,"1.3314046, 103.9087348",Chai Chee ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 18), Singapore",1,18-06-18,"1.3310913, 103.9091200",Chai Chee ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 20), Singapore",1,18-06-18,"1.3309592, 103.9098223",Chai Chee ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 25), Singapore",1,18-06-18,"1.3330077, 103.9099130",Chai Chee ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 32), Singapore",1,18-06-18,"1.3329230, 103.9119068",Chai Chee ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Tampines Street 45 (Blk 491C ), Singapore",1,18-06-18,"1.3618794, 103.9545991",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 45 (Blk 491D ), Singapore",1,18-06-18,"1.3624828, 103.9547124",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 45 (Blk 491F ), Singapore",1,18-06-18,"1.3630493, 103.9548710",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 45 (Blk 491G ), Singapore",1,18-06-18,"1.3634132, 103.9544145",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 12 (Blk 143), Singapore",3,18-06-18,"1.3480349, 103.9436301",Simei ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Hougang Avenue 7 (Blk 354), Singapore",1,22-06-18,"1.3724597, 103.8992195",Buangkok ,0,0,0,0,—,—,—,—,—
"Hougang Avenue 7 (Blk 357), Singapore",1,22-06-18,"1.3729709, 103.8994913",Buangkok ,0,0,0,0,—,—,—,—,—
"Hougang Avenue 7 (Rio Casa ), Singapore",4,22-06-18,"1.3716828, 103.9005335",Buangkok ,0,0,0,0,—,—,—,—,—
"Hougang Avenue 7 (The Flori da), Singapore",5,22-06-18,"1.3738889, 103.9005556",Buangkok ,0,0,0,0,—,—,—,—,—
"Upper Serangoon View, Singapore",64,22-06-18,"1.3748146, 103.9030599",Buangkok ,0,0,0,0,—,—,—,—,—
"Upper Serangoon View (Boat house Residences), Singapore",11,22-06-18,"1.3757060, 103.9029789",Buangkok ,0,0,0,0,—,—,—,—,—
"Upper Serangoon View (Hero n Bay), Singapore",11,22-06-18,"1.3763120, 103.9032169",Buangkok ,0,0,0,0,—,—,—,—,—
"Upper Serangoon View (Rio V ista), Singapore",12,22-06-18,"1.3732500, 103.9015266",Buangkok ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 04), Singapore",1,22-06-18,"1.3292763, 103.9098223",Chai Chee ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 16), Singapore",1,22-06-18,"1.3311124, 103.9086442",Chai Chee ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 17), Singapore",2,22-06-18,"1.3314046, 103.9087348",Chai Chee ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 18), Singapore",2,22-06-18,"1.3310913, 103.9091200",Chai Chee ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 20), Singapore",2,22-06-18,"1.3309592, 103.9098223",Chai Chee ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 21), Singapore",1,22-06-18,"1.3313246, 103.9099130",Chai Chee ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 25), Singapore",1,22-06-18,"1.3330077, 103.9099130",Chai Chee ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 32), Singapore",1,22-06-18,"1.3329230, 103.9119068",Chai Chee ,0,0,0,0,—,—,—,—,—
"Tampines Avenue 9 (Blk 488A ), Singapore",1,22-06-18,"1.3599286, 103.9564542",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 41 (Blk 429), Singapore",1,22-06-18,"1.3592589, 103.9495751",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 41 (Blk 430), Singapore",1,22-06-18,"1.3586475, 103.9497416",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 42 (Blk 454), Singapore",1,22-06-18,"1.3574198, 103.9549400",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 42 (Blk 460), Singapore",1,22-06-18,"1.3583631, 103.9549617",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 43 (Blk 434), Singapore",1,22-06-18,"1.3592614, 103.9516074",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 43 (Blk 438), Singapore",1,22-06-18,"1.3604189, 103.9515101",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 43 (Blk 474), Singapore",1,22-06-18,"1.3598407, 103.9527077",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 44 (Blk 463), Singapore",3,22-06-18,"1.3592438, 103.9545991",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 12 (Blk 143), Singapore",5,22-06-18,"1.3480349, 103.9436301",Simei ,0,0,0,0,—,—,—,—,—
"Cashew Road (Cashew Park Condominium), Singapore",4,22-06-18,"1.3713709, 103.7676590",Bukit Panjang ,0,0,0,0,—,—,—,—,—
"Tampines Street 45 (Blk 491C ), Singapore",1,22-06-18,"1.3618794, 103.9545991",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 45 (Blk 491D ), Singapore",1,22-06-18,"1.3624828, 103.9547124",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 45 (Blk 491F ), Singapore",1,22-06-18,"1.3630493, 103.9548710",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Tampines Street 45 (Blk 491G ), Singapore",1,22-06-18,"1.3634132, 103.9544145",Pasir Ris (Central) ,0,0,0,0,—,—,—,—,—
"Hougang Avenue 7 (Blk 354), Singapore",1,25-06-18,"1.3724597, 103.8992195",Buangkok ,5.8,1.4,2.6,4.6,—,—,—,—,—
"Hougang Avenue 7 (Blk 357), Singapore",1,25-06-18,"1.3729709, 103.8994913",Buangkok ,5.8,1.4,2.6,4.6,—,—,—,—,—
"Hougang Avenue 7 (Rio Casa ), Singapore",4,25-06-18,"1.3716828, 103.9005335",Buangkok ,5.8,1.4,2.6,4.6,—,—,—,—,—
"Hougang Avenue 7 (The Flori da), Singapore",5,25-06-18,"1.3738889, 103.9005556",Buangkok ,5.8,1.4,2.6,4.6,—,—,—,—,—
"Upper Serangoon View, Singapore",64,25-06-18,"1.3748146, 103.9030599",Buangkok ,5.8,1.4,2.6,4.6,—,—,—,—,—
"Upper Serangoon View (Boat house Residences), Singapore",11,25-06-18,"1.3757060, 103.9029789",Buangkok ,5.8,1.4,2.6,4.6,—,—,—,—,—
"Upper Serangoon View (Hero n Bay), Singapore",11,25-06-18,"1.3763120, 103.9032169",Buangkok ,5.8,1.4,2.6,4.6,—,—,—,—,—
"Upper Serangoon View (Rio V ista), Singapore",12,25-06-18,"1.3732500, 103.9015266",Buangkok ,5.8,1.4,2.6,4.6,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 04), Singapore",1,25-06-18,"1.3292763, 103.9098223",Chai Chee ,33,24.8,30,31,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 16), Singapore",1,25-06-18,"1.3311124, 103.9086442",Chai Chee ,33,24.8,30,31,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 17), Singapore",2,25-06-18,"1.3314046, 103.9087348",Chai Chee ,33,24.8,30,31,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 18), Singapore",3,25-06-18,"1.3310913, 103.9091200",Chai Chee ,33,24.8,30,31,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 20), Singapore",2,25-06-18,"1.3309592, 103.9098223",Chai Chee ,33,24.8,30,31,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 21), Singapore",1,25-06-18,"1.3313246, 103.9099130",Chai Chee ,33,24.8,30,31,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 25), Singapore",1,25-06-18,"1.3330077, 103.9099130",Chai Chee ,33,24.8,30,31,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 32), Singapore",1,25-06-18,"1.3329230, 103.9119068",Chai Chee ,33,24.8,30,31,—,—,—,—,—
"Tampines Avenue 9 (Blk 488A ), Singapore",1,25-06-18,"1.3599286, 103.9564542",Pasir Ris (Central) ,17.4,9.8,12.8,14.6,—,—,—,—,—
"Tampines Street 41 (Blk 429), Singapore",1,25-06-18,"1.3592589, 103.9495751",Pasir Ris (Central) ,17.4,9.8,12.8,14.6,—,—,—,—,—
"Tampines Street 41 (Blk 430), Singapore",1,25-06-18,"1.3586475, 103.9497416",Pasir Ris (Central) ,17.4,9.8,12.8,14.6,—,—,—,—,—
"Tampines Street 42 (Blk 454), Singapore",1,25-06-18,"1.3574198, 103.9549400",Pasir Ris (Central) ,17.4,9.8,12.8,14.6,—,—,—,—,—
"Tampines Street 42 (Blk 460), Singapore",1,25-06-18,"1.3583631, 103.9549617",Pasir Ris (Central) ,17.4,9.8,12.8,14.6,—,—,—,—,—
"Tampines Street 43 (Blk 434), Singapore",1,25-06-18,"1.3592614, 103.9516074",Pasir Ris (Central) ,17.4,9.8,12.8,14.6,—,—,—,—,—
"Tampines Street 43 (Blk 438), Singapore",1,25-06-18,"1.3604189, 103.9515101",Pasir Ris (Central) ,17.4,9.8,12.8,14.6,—,—,—,—,—
"Tampines Street 43 (Blk 474), Singapore",1,25-06-18,"1.3598407, 103.9527077",Pasir Ris (Central) ,17.4,9.8,12.8,14.6,—,—,—,—,—
"Tampines Street 44 (Blk 463), Singapore",3,25-06-18,"1.3592438, 103.9545991",Pasir Ris (Central) ,17.4,9.8,12.8,14.6,—,—,—,—,—
"Tampines Street 12 (Blk 143), Singapore",5,25-06-18,"1.3480349, 103.9436301",Simei ,12.6,9.8,12,12.4,—,—,—,—,—
"Tampines Street 12 (Blk 144), Singapore",1,25-06-18,"1.3484372, 103.9436755",Simei ,12.6,9.8,12,12.4,—,—,—,—,—
"Cashew Road (Cashew Park Condominium), Singapore",4,25-06-18,"1.3713709, 103.7676590",Bukit Panjang ,11.2,6,7.8,8.8,—,—,—,—,—
"Tampines Street 45 (Blk 491C ), Singapore",1,25-06-18,"1.3618794, 103.9545991",Pasir Ris (Central) ,17.4,9.8,12.8,14.6,—,—,—,—,—
"Tampines Street 45 (Blk 491D ), Singapore",1,25-06-18,"1.3624828, 103.9547124",Pasir Ris (Central) ,17.4,9.8,12.8,14.6,—,—,—,—,—
"Tampines Street 45 (Blk 491F ), Singapore",1,25-06-18,"1.3630493, 103.9548710",Pasir Ris (Central) ,17.4,9.8,12.8,14.6,—,—,—,—,—
