Cantonment Close (Blk 18),"1.2738709, 103.8394238"
Sembawang Drive (Blk 472),"1.4516525, 103.8161469"
Bedok North Avenue 3 (Blk 403),"1.3297967, 103.9338404"
ampines Street 34 (Blk 364),"1.3569978, 103.9599252"
Bedok North Street 3 (Blk 503),"1.3314692, 103.9324581"
Hougang Avenue 10 (Blk 408),"1.3733065, 103.8953909"
Choa Chu ang Avenue 4 (Blk 416),"1.3832841, 103.7418143"
Anchorvale Link (Blk 316C),"1.3930148, 103.8883422"
Choa Chu Kang North 6 (Blk 561),"1.3958785, 103.7448918"
nds Drive 73 k 684D),"1.4413742, 103.8044646"
Upper Changi Road,"1.3374077, 103.9595225"
Lorong 1 Toa Payoh (Blk 240),"1.3408877, 103.8507467"
hoa Chu Kang Avenue 4 (Blk 417),"1.3830773, 103.7414722"
Bishan Street 13,"1.3497297, 103.8536992"
Jln Redop,"1.3854123, 103.8706659"
Edgefield Plains (Blk 182),"1.3986400, 103.9091730"
Hougang Street 52 (Blk 699),"1.3761811, 103.8893423"
Reservoir Road lk 114),"1.3305197, 103.9099130"
Jalan Terang Bulan,"1.3222868, 103.9244546"
g K Telok urau Cristallo),"1.3129371, 103.9115603"
ivervale Walk (Blk 108),"1.3828046, 103.8998653"
Choa Chu ang Avenue 2 (Blk 295),"1.3782547, 103.7409943"
Bedok Reservoir Road (Blk 135),"1.3331404, 103.9122693"
Pasir Ris Drive 6 (Blk 411),"1.3725538, 103.9543044"
Bedok North Street 2 (Blk 113),"1.3303742, 103.9352001"
Siglap Hill,"1.3201952, 103.9180629"
Ubi Avenue 1 (Blk 323),"1.3281186, 103.9043622"
Hougang Avenue 4 (Blk 667),"1.3737947, 103.8840869"
Bishan Street 11 (Blk 145),"1.3448197, 103.8544609"
Lorong 1 Toa Payoh (Blk 117),"1.3400410, 103.8452210"
Hougang Avenue 10 (Blk 411),"1.3741687, 103.8951417"
Hougang Avenue 1 (Blk 110),"1.3547196, 103.8896142"
Pandan Gardens (Blk 409),"1.3185640, 103.7472453"
Hougang Avenue 5 (Blk 358),"1.3688925, 103.8955041"
Pasir Ris Street 21 (Blk 267),"1.3657817, 103.9633023"
Ang Mo Kio Avenue 10 (Blk 443),"1.3660482, 103.8553623"
Jalan Bukit Ho Swee (Blk 32),"1.2875293, 103.8284641"
Lorong 31 Geylang,"1.3150221, 103.8868858"
Woodlands Crescent (Blk 782A),"1.4472968, 103.8025195"
hoa Chu Kang Avenue 4 (Blk 420),"1.3813805, 103.7413617"
Sin Ming Road (Blk 25),"1.3548142, 103.8387831"
Woodlands Avenue 6 (Blk 626),"1.4336921, 103.8004802"
Yishun Ring Road (Blk 353),"1.4261543, 103.8450399"
Pasir Ris Drive 6 (Blk 419),"1.3714713, 103.9546897"
Choa Chu ang Avenue 4 (Blk 425),"1.3811902, 103.7394383"
Lorong 36 Geylang,"1.3132908, 103.8884224"
Bedok North Avenue 4 (Blk 97),"1.3329078, 103.9399136"
Hougang Avenue 7 (The Florida),"1.3738889, 103.9005556"
Tampines Street 21 (Blk 271),"1.3502700, 103.9494318"
Bishan Street 11 (Blk 149),"1.3441529, 103.8558197"
Ang Mo Kio Avenue 6 (Blk 646),"1.3794551, 103.8438623"
Jurong West Street 61 (Blk 644),"1.3392840, 103.6961125"
Whampoa East (Eight Riversuites),"1.3214108, 103.8645503"
Shunfu Road (Blk 308),"1.3515149, 103.8379898"
Woodlands Ring Road (Blk 658),"1.4362675, 103.7993936"
Teban Gardens Road (Blk 32),"1.3218253, 103.7400945"
Choa Chu Kang Street 62 (Blk 603),"1.3977136, 103.7446203"
ougang Street 31 (Blk 372),"1.3632296, 103.8901352"
Veerasamy Road (Blk 634),"1.3061584, 103.8551760"
Woodlands Street 81 (Blk 802),"1.4410489, 103.7858113"
King George's Avenue (Blk 805),"1.3082825, 103.8608860"
Thomson Walk,"1.3765499, 103.8326719"
Hougang Avenue 9 (Blk 967),"1.3782149, 103.8786518"
Senja Road (Blk 631),"1.3865839, 103.7603257"
Pasir Ris Street 11 (Blk 110),"1.3687521, 103.9563215"
Bedok South Avenue 3 (Blk 161),"1.3195596, 103.9458057"
Tampines Street 83 (Blk 885),"1.3511359, 103.9327980"
Cowdray Avenue,"1.3673206, 103.8647480"
Lentor Green,"1.3862333, 103.8374074"
Pesari Walk,"1.3245905, 103.9542040"
Shunfu Road (Blk 312),"1.3513657, 103.8378875"
Lorong 1 Toa Payoh (Oleander Towers),"1.3332034, 103.8439982"
Jln Menarong,"1.3710454, 103.8303511"
Bukit Batok Street 34 (Blk 340),"1.3631549, 103.7495082"
Kaki Bukit Road 2,"1.3364867, 103.8997544"
Towner Road (Blk 104),"1.3198388, 103.8608698"
ands Circle lk 727),"1.4444853, 103.7980850"
Fajar Road (Blk 436),"1.3822549, 103.7702161"
hoa Chu Kang Avenue 2 (Blk 296),"1.3774210, 103.7407590"
Choa Chu Kang Street 52 (Blk 574),"1.3948442, 103.7444363"
Elite Park Avenue,"1.3150496, 103.9242988"
Woodlands Drive 73 (Blk 686A),"1.4421015, 103.8055513"
Lorong How Sun (Bartley Residences),"1.3429413, 103.8812192"
Gangsa Road (Blk 163),"1.3762961, 103.7644900"
Serangoon orth Avenue 1,"1.3664661, 103.8731593"
Pasir Ris Street 21 (Blk 272),"1.3650249, 103.9643676"
Lengkong Tiga (Blk 110),"1.3241497, 103.9111765"
Tampines Avenue 4 (Blk 907),"1.3506585, 103.9393244"
Chai Chee Road (Blk 805),"1.3245266, 103.9215136"
Yishun Avenue 11 (Blk 415),"1.4246239, 103.8457337"
Boon Lay Place (Blk 211),"1.3482735, 103.7138514"
Bishan Street 23 (Blk 231),"1.3572630, 103.8459683"
Simei Street 4 (Blk 228),"1.3424926, 103.9558909"
Lorong Ah Soo (Blk 137),"1.3493178, 103.8868052"
Petir Road (Blk 209),"1.3741900, 103.7757620"
Bedok eservoir View (Blk 769),"1.3358468, 103.9378287"
Lorong Kilat,"1.3410296, 103.7737058"
Laguna Golf Green,"1.3257132, 103.9631430"
Cassia Crescent (Blk 52),"1.3106881, 103.8851742"
Tampines Street 32 (Blk 308),"1.3529348, 103.9568655"
Jurong West Street 65 (Blk 628),"1.3421957, 103.6993700"
Pasir Ris Street 21 (Blk 271),"1.3658512, 103.9639369"
Chu Kang enue 4 lk 307),"1.3853509, 103.7425610"
Lorong 12 Geylang,"1.3111065, 103.8783633"
Bedok Reservoir Road (Blk 720),"1.3359217, 103.9248671"
Tampines Street 21 (Blk 268),"1.3514326, 103.9477774"
Buckley Road,"1.3174266, 103.8403998"
Jalan Tenaga (Blk 647),"1.3317755, 103.9057765"
Woodlands Circle (Blk 766),"1.4461911, 103.7971298"
Woodlands Drive 14 (Blk 518),"1.4344071, 103.7916062"
Simei Street 4 (Double Bay Residences),"1.3412690, 103.9562873"
Bedok Reservoir Road (Blk 144),"1.3351152, 103.9124505"
Simei Street 1 (Blk 116),"1.3436580, 103.9512787"
Aljunied Crescent (Blk 101),"1.3209727, 103.8834996"
Sandilands Rd,"1.3626116, 103.8782736"
orth Avenue 2 lk 512),"1.3333359, 103.9291271"
Bedok eservoir Road (Blk 640),"1.3321761, 103.9049966"
hee Drive lk 56),The address probably not exists
Menarong,"1.3710454, 103.8303511"
Boon Lay Place (Blk 207),"1.3467373, 103.7134891"
Lorong 1 Toa Payoh (Blk 98),"1.3391629, 103.8483235"
Ring Road lk 352),"1.4265100, 103.8449380"
Fernvale Link (Blk 418A),"1.3911081, 103.8803693"
Bedok Reservoir Road (Blk 608),"1.3318917, 103.9130849"
Bedok Reservoir Road (Blk 613B),"1.3331070, 103.9180696"
nds Drive 62 k 681B),"1.4393262, 103.8032874"
Choa Chu Kang Street 62 (Blk 627),"1.3979250, 103.7460685"
Toa Payoh North (Blk 201),"1.3410918, 103.8502712"
Lorong Mydin,"1.3212356, 103.9112680"
Bishan Street 11 (Bishan Loft),"1.3475101, 103.8521566"
Bedok Reservoir Road (Blk 628),"1.3349542, 103.9149881"
Hougang Avenue 8 (Blk 679),"1.3715340, 103.8849610"
assia Crescent (Blk 52),"1.3106881, 103.8851742"
ast Street 24 lk 248),"1.3422743, 103.7400719"
Woodlands Drive 14 (Blk 501),"1.4328637, 103.7919684"
orong Marzuki,"1.3224195, 103.9089218"
Hougang Avenue 1 (Blk 115),"1.3527849, 103.8878500"
Almond Street,"1.3722856, 103.7723667"
Pasir Ris Street 11 (Blk 117),"1.3678825, 103.9547804"
Stirling Road (Blk 170),"1.2909829, 103.8031003"
Chai Chee Road (Blk 22),"1.3251835, 103.9217855"
n Permata,"1.3326730, 103.9467344"
Chu Kang escent lk 662),"1.4014170, 103.7508660"
Tampines Street 43 (Blk 494E),"1.3616218, 103.9513266"
Jurong West Street 61 (Blk 639),"1.3407450, 103.6968364"
Simei Street 1 (Eastpoint Green),"1.3389925, 103.9510167"
Sunbird Road,"1.3385661, 103.9573072"
Jalan Pelajau,"1.3858760, 103.8715258"
ds Avenue 4 lk 844),"1.4422487, 103.7948690"
ds Avenue 6 lk 626),"1.4336921, 103.8004802"
Tampines Street 11 (Blk 106),"1.3475719, 103.9477094"
Pasir Ris Drive 6 (Blk 418),"1.3718396, 103.9543271"
Jurong East Street 24 (Blk 246),"1.3418180, 103.7398230"
Serangoon orth Avenue 1 (Blk 106),"1.3701870, 103.8710665"
Pasir Ris Rise (Sea Horizon),"1.3760740, 103.9586469"
Lorong 8 Geylang,"1.3104433, 103.8772100"
Chai Chee Road (Blk 24),"1.3248867, 103.9225106"
Bedok North Street 3 (Blk 504),"1.3318724, 103.9323222"
Bedok North Street 2 (Blk 122),"1.3287484, 103.9380100"
Yishun Avenue 6 (Blk 437),"1.4216773, 103.8469065"
Cassia Crescent (Blk 54),"1.3101060, 103.8846305"
Lakeside Drive (The Lakefront Residences),"1.3425155, 103.7197982"
Bedok Reservoir Road (Blk 112),"1.3297122, 103.9103661"
Lorong Sarina (Casa Sarina),"1.3204857, 103.9070928"
Stirling Rd,"1.2953328, 103.8043994"
Geylang Bahru (Blk 56),"1.3237276, 103.8683156"
Senoko Avenue,"1.4672432, 103.8102783"
Siak Kew Avenue,"1.3303284, 103.8720498"
Bukit Batok West Avenue 8 (Blk 169),"1.3465794, 103.7410023"
Bukit Batok Street 34 (Blk 339),"1.3631512, 103.7501419"
Lorong 1 Toa Payoh (Blk 236),"1.3405133, 103.8521961"
Ang Mo Kio Street 52 (Blk 596A),"1.3725174, 103.8509332"
Golden Walk,"1.3558930, 103.8616124"
Simei Street 4 (Blk 223),"1.3422443, 103.9576814"
Parry Road,"1.3656639, 103.8779840"
Punggol Central (Blk 190),"1.3997238, 103.9103904"
Petir Road (Blk 138),"1.3748419, 103.7699940"
Tanglin Halt Road (Blk 90),"1.3006381, 103.7990313"
Tanah Merah Kechil Avenue (Casa Merah),"1.3291018, 103.9461887"
Compassvale Link (Blk 267A),"1.3830174, 103.8978602"
Champions Way (Blk 569A),"1.4299271, 103.7900921"
Choa Chu Kang Grove (Sol Acres),"1.3766511, 103.7512950"
Boon Lay Avenue (Blk 185),"1.3465136, 103.7109779"
Bishan Street 23 (Blk 229),"1.3576100, 103.8461269"
Ubi Avenue 1 (Blk 318),"1.3284909, 103.9032294"
Bedok Reservoir Road (Blk 117),"1.3314046, 103.9087348"
Wellington Circle (Blk 509B),"1.4531527, 103.8211322"
Rivervale Walk (Blk 102),"1.3818220, 103.9009109"
u Lane 6,"1.4353133, 103.7133775"
Ubi Avenue 1 (Blk 327),"1.3268667, 103.9039615"
Hougang Street 21 (Blk 231),"1.3583172, 103.8879831"
Woodlands Drive 72 (Blk 796),"1.4431443, 103.8031063"
Boon Lay Drive (Blk 175),"1.3467415, 103.7095300"
Woodleigh Close (Parc Mondrian),"1.3361403, 103.8680818"
hee Road lk 2),The address probably not exists
Lorong 39 Geylang (Sims Residences),"1.3160560, 103.8908956"
Chu Kang enue 4 lk 425),"1.3811902, 103.7394383"
Kampong Arang Road (Blk 14),"1.3001984, 103.8842228"
Jurong West Street 52 (Blk 517D),"1.3450366, 103.7194389"
poa West lk 34),"1.3042550, 103.9123230"
Shunfu Road (Blk 303),"1.3498991, 103.8382496"
Lorong 1 Toa Payoh (Blk 156),"1.3325817, 103.8451252"
Ang Mo Kio Avenue 10 (Blk 468),"1.3648757, 103.8561821"
ni Street,"1.2749455, 103.8434094"
Choa Chu Kang Avenue 4 (Blk 422),"1.3823357, 103.7409997"
Dyson Road,"1.3256017, 103.8398457"
Bishan Street 22 (Blk 263),"1.3589336, 103.8423612"
Woodlands Drive 50 (Blk 895A),"1.4360241, 103.7912441"
Bedok eservoir Road (Baywater),"1.3375618, 103.9322995"
Jalan Tenaga (Blk 660),"1.3344959, 103.9068372"
alan Waringin,The address probably not exists
Jalan Batu (Blk 12),"1.3020527, 103.8828926"
hoa Chu Kang Avenue 4 (Blk 424),"1.3814602, 103.7402756"
orth Avenue 2 lk 518),"1.3316535, 103.9290365"
16 Geylang,"1.3112478, 103.8799103"
Tampines Street 42,"1.3586058, 103.9523818"
orong Ah Soo (Blk 131),"1.3515080, 103.8870660"
Haig Road (Blk 2),"1.3123728, 103.8976789"
Choa Chu ang Avenue 3 (Blk 406),"1.3804327, 103.7404566"
Maria Avenue,"1.3215313, 103.9211889"
Ang Mo Kio Avenue 3 (Blk 319),"1.3688575, 103.8479541"
Jurong East Street 21 (Blk 240),"1.3410206, 103.7415654"
Jalan Kechot,"1.3219490, 103.9068222"
hee Road lk 59),The address probably not exists
Lorong 4 Toa Payoh (Blk 62),"1.3362748, 103.8514672"
Alexandra Road (The Anchorage),"1.2898310, 103.8042250"
Jalan Tenteram (Blk 117A),"1.3283282, 103.8611660"
nds Drive 14 lk 527),"1.4316858, 103.7915305"
Choa Chu Kang Avenue 3 (Blk 412),"1.3818150, 103.7422669"
Bridport Avenue,"1.3671462, 103.8642348"
Siglap Road,"1.3135870, 103.9231050"
Pasir Ris Drive 6 (Blk 476),"1.3752438, 103.9582605"
hoa Chu Kang Avenue 2 (Blk 296B),"1.3768341, 103.7415428"
nds Drive 60 lk 773),"1.4468837, 103.7995844"
Brighton Crescent,"1.3621374, 103.8704052"
Woodlands Drive 62 (Blk 683D),"1.4407954, 103.8031063"
Onan Road,"1.3110822, 103.9004189"
assia Crescent (Blk 36),"1.3098859, 103.8851727"
ands Circle lk 726),The address probably not exists
Tampines Street 82 (Blk 842B),"1.3513691, 103.9367410"
Jurong West Street 65 (Blk 663A),"1.3388126, 103.7017226"
hoa Chu Kang Avenue 4 (Blk 423),"1.3820462, 103.7403661"
Jurong East Street 24 (Blk 263),"1.3443435, 103.7413186"
Petir Road (Blk 149),"1.3766856, 103.7667985"
Lorong G Telok Kurau (The Treeline),"1.3177383, 103.9136035"
Clementi Avenue 4 (Blk 311C),"1.3198266, 103.7657547"
Punggol Drive (Blk 641A),"1.3985848, 103.9169820"
Lorong 101 Changi,"1.3153090, 103.8998245"
Woodlands Avenue 6 (Blk 693A),"1.4387245, 103.8035206"
Sembawang Hills Drive,"1.3759852, 103.8304256"
Lorong 102 Changi,"1.3161179, 103.9008589"
ds Street 83 lk 833),"1.3532070, 103.9344639"
Eunos Avenue 5B,"1.3213634, 103.8972683"
Anchorvale Link (Blk 318B),"1.3939733, 103.8892884"
Upper Serangoon Cresent (Blk 471A),"1.3782490, 103.9019294"
Veerasamy Road (Blk 636),"1.3063859, 103.8554153"
hoa Chu Kang Avenue 3 (Blk 288),"1.3789622, 103.7411807"
Choa Chu ang Avenue 2 (Blk 287),"1.3793266, 103.7415428"
Ang Mo Kio Avenue 5 (Blk 521),"1.3735320, 103.8516760"
Geylang Bahru (Blk 68),"1.3223330, 103.8700432"
Yishun Ring Road (Blk 411),"1.4259640, 103.8476529"
Ang Mo Kio Avenue 5 (Blk 523),"1.3730830, 103.8524640"
g K Telok urau,"1.3130423, 103.9116196"
nds Drive 60 k 786B),"1.4469166, 103.7995822"
es Street 41 lk 416),"1.3588468, 103.9486549"
Choa Chu ang Avenue 4 (Blk 422),"1.3823357, 103.7409997"
Lorong 25A Geylang (Centra Suites),"1.3147045, 103.8832570"
engkong Tiga (Blk 106),"1.3251052, 103.9099130"
Jurong West Street 91 (Blk 940),"1.3433540, 103.6889646"
Ang Mo Kio Avenue 10 (Blk 436),"1.3673797, 103.8539173"
Woodlands Street 81 (Blk 809),"1.4430898, 103.7881655"
Hougang Avenue 4 (Blk 605),"1.3709238, 103.8864427"
g Avenue 1 lk 108),"1.3528142, 103.8898860"
orong G Telok Kurau,"1.3171163, 103.9101586"
Ubi Avenue 1 (Blk 329),"1.3270916, 103.9048153"
hoa Chu Kang Central (Blk 355),"1.3830339, 103.7438283"
Bendemeer Road (Blk 44),"1.3222207, 103.8665760"
Rivervale Drive (Blk 117B),"1.3836845, 103.9027084"
Bedok Reservoir View (Blk 764),"1.3359341, 103.9353813"
n Eunos habitat),"1.3279129, 103.9065485"
Sengkang East Avenue (Riversound Residences),"1.3812336, 103.9025174"
Tampines Street 21 (Blk 267),"1.3507840, 103.9491598"
Hougang Avenue 6 (Blk 532),"1.3760982, 103.8909734"
Balam Road (Blk 20),"1.3308678, 103.8875301"
Compassvale Link (Blk 269D),"1.3834696, 103.8967576"
Stirling Road (Blk 184),"1.2958479, 103.8043626"
Jurong West Street 42 (Blk 547),"1.3529513, 103.7146629"
lands Ring Road lk 636),"1.4367720, 103.8026870"
Telok Blangah Rise (Blk 39),"1.2718493, 103.8225772"
Serangoon Avenue 2 (Blk 315),"1.3529896, 103.8661021"
oon Lay Place (Blk 207),"1.3467373, 103.7134891"
Bedok North Avenue 1 (Blk 521),"1.3302395, 103.9268158"
Woodlands Drive 14 (Blk 522),"1.4338050, 103.7940510"
nds Crescent k 787C),"1.4448456, 103.8010235"
Lakme Terrace,"1.3178652, 103.9269418"
Siglap Road (Flamingo Valley),"1.3178452, 103.9227057"
Seletar Hills Drive,"1.3852143, 103.8748810"
Choa Chu Kang Crescent (Blk 662),"1.4014170, 103.7508660"
Keat Hong Close (Blk 802A),"1.3745149, 103.7435179"
Chu Kang enue 4 lk 418),"1.3824069, 103.7413617"
Pasir Ris Street 21 (Blk 273),"1.3646976, 103.9640049"
Yishun Avenue 4 (Blk 862),"1.4171663, 103.8393332"
oodlands Rise (Blk 785D),"1.4470030, 103.8050334"
Hougang Avenue 7 (Blk 316),"1.3650053, 103.8964103"
Marine Crescent (Blk 45),"1.3045370, 103.9124505"
Pasir Ris Drive 4 (Blk 485),"1.3743849, 103.9608584"
Bedok North Street 3 (Blk 544),"1.3305842, 103.9241420"
Hougang Street 22 (Blk 245),"1.3584424, 103.8916077"
Woodlands Street 83 (Blk 832),"1.4396616, 103.7905650"
nds Drive 14 lk 501),"1.4316858, 103.7915305"
Siang Kuang Avenue,"1.3296533, 103.8720674"
Jalan Bangsawan,"1.3214992, 103.9236348"
Pasir Ris Grove (The Palette),"1.3700253, 103.9448248"
Lorong Ong Lye (Rosalia Park),"1.3495628, 103.8790004"
Serangoon Garden Way,"1.3638038, 103.8662346"
Glasgow Road,"1.3612511, 103.8782066"
Joo Chiat Place (Parc Bleu),"1.3143461, 103.9074346"
Upper Boon Keng Road (Blk 3D),"1.3132455, 103.8727389"
Bukit Batok Street 21 (Blk 210),"1.3455030, 103.7498727"
Hougang Avenue 1 (Blk 125),"1.3524122, 103.8864497"
Bukit Batok Street 21 (Blk 214),"1.3473890, 103.7527269"
Compassvale Lane (Blk 207B),"1.3847890, 103.8982140"
Hougang Avenue 6 (Blk 524),"1.3741405, 103.8906336"
Choa Chu Kang Street 52 (Blk 572),"1.3944068, 103.7451260"
lio Street,The address probably not exists
ds Street 83 lk 854),"1.4408196, 103.7936850"
Bedok eservoir Road (Blk 713),"1.3368140, 103.9224200"
Bukit Batok Street 24 (Blk 290B),"1.3435596, 103.7566613"
Rivervale Walk (Blk 109),"1.3831541, 103.8996724"
n Pelikat,"1.3544951, 103.8868833"
Bukit Batok West Avenue 8 (Blk 172),"1.3457020, 103.7407306"
Choa Chu Kang Street 64 (The Windermere),"1.3975448, 103.7505425"
Bedok eservoir Road (Blk 631),"1.3334378, 103.9149165"
rry Avenue,"1.2837366, 103.8591923"
Jurong West Street 52 (Blk 532),"1.3492135, 103.7160235"
Simei Street 2 (Blk 146),"1.3445840, 103.9558937"
Bristol Road,"1.3129300, 103.8489227"
nds Drive 75 k 688D),"1.4435573, 103.8075436"
Telok Blangah Heights (Blk 88),"1.2774773, 103.8082680"
Strathmore Avenue (Blk 80),"1.2946002, 103.8094679"
Saint Michael's Road (One Saint Michael's),"1.3246567, 103.8651947"
Circuit Road (Blk 46),"1.3261917, 103.8862615"
lands Ring Road lk 652),"1.4379620, 103.7997620"
Bishan Street 24 (Blk 279),"1.3576948, 103.8441340"
Tampines Central 7 (The Tampines Trilliant),"1.3589752, 103.9398887"
Bilal Lane,"1.3224665, 103.9534516"
Everitt Road North,"1.3151505, 103.9016836"
Jervois Road (Jervois Lodge),"1.2936270, 103.8233922"
Mergui Road (Mergui Mansions),"1.3173131, 103.8517873"
ds Avenue 6 lk 789),"1.4387944, 103.8030299"
ampines Street 43 (Blk 493E),"1.3626482, 103.9520369"
kok Green lk 582),The address probably not exists
nds Drive 62 k 681D),The address probably not exists
Choa Chu ang Avenue 4 (Blk 464),"1.3768676, 103.7358405"
Yishun Ring Road (Blk 352),"1.4265211, 103.8450399"
Kallang Bahru (Blk 65),"1.3197819, 103.8683218"
Choa Chu ang Avenue 4 (Blk 420),"1.3813805, 103.7413617"
Boon Keng Road lk 3C),"1.3175644, 103.8615881"
hoa Chu Kang Avenue 2 (Blk 274),"1.3793780, 103.7428220"
ommonwealth Crescent (Blk 102),"1.3078718, 103.8006613"
Hougang Central (Blk 833),"1.3704471, 103.8894632"
14 Geylang ong Court),"1.3112980, 103.8791603"
Choa Chu ang Avenue 4 (Blk 415),"1.3827671, 103.7424479"
Ang Mo Kio Avenue 10 (Blk 449),"1.3678807, 103.8559103"
Tampines Street 72 (Blk 718),"1.3591367, 103.9354720"
Kelantan Road (Blk 30),"1.3056284, 103.8567113"
Jurong East Street 21 (Blk 231),"1.3411873, 103.7380354"
Bedok eservoir Road (Blk 622),"1.3340662, 103.9167101"
Jurong East Street 21 (Blk 234),"1.3399217, 103.7416106"
Upper Serangoon Road (Blk 365C),"1.3701229, 103.8972412"
Ang Mo Kio Avenue 5 (Blk 503),"1.3754681, 103.8489350"
Sin Ming Avenue (Blk 410),"1.3630196, 103.8354384"
Gangsa Road (Blk 170),"1.3785952, 103.7661648"
Marine Terrace (Blk 54),"1.3053270, 103.9149881"
ommonwealth Avenue (Blk 7),"1.3064420, 103.7946849"
Jalan Sedap,"1.3003147, 103.8964319"
pp Serangoon Crescent (Riversails),"1.3777764, 103.9023861"
Pasir Ris Street 52 (Blk 514),"1.3746349, 103.9429936"
Chempaka Avenue,"1.3319905, 103.8769757"
Jalan Pelikat (The Promenade@Pelikat),"1.3553147, 103.8878759"
g Avenue 5 lk 302),"1.3673384, 103.8963423"
Tanah Merah Kechil Avenue (D' Manor),"1.3293843, 103.9463352"
Woodlands Avenue 6 (Blk 724),"1.4444802, 103.7986441"
Chai Chee Street (Blk 51),"1.3289128, 103.9221481"
Choa Chu Kang Avenue 4 (Blk 421),"1.3817508, 103.7407281"
g L Telok urau,"1.3119655, 103.9118591"
Jalan Tenaga (Blk 648),"1.3321310, 103.9058750"
Compassvale Drive (Blk 227C),"1.3867760, 103.9011240"
Lembah omson,"1.3526332, 103.8326536"
Ubi Avenue 1 (Blk 313),"1.3291458, 103.9038638"
nds Drive 72 lk 798),"1.4434388, 103.8044632"
Pasir Ris Drive 4 (Blk 234),"1.3734054, 103.9619424"
Jalan Tenaga (Blk 649),"1.3323350, 103.9060226"
Simei Rise (Changi Rise Condominium),"1.3488116, 103.9606109"
hoa Chu Kang Avenue 2 (Blk 296A),"1.3774069, 103.7407508"
Hougang Avenue 1 (Blk 120),"1.3544383, 103.8876207"
alan Chempaka Kuning,"1.3310976, 103.9495789"
ommonwealth Avenue (Blk 7A),"1.3068794, 103.7949565"
Woodlands Street 41 (Blk 427),"1.4273312, 103.7725926"
ds Avenue 6 lk 790),"1.4387944, 103.8030299"
Sims Dr (Sims Urban Oasis),"1.3196121, 103.8813829"
Geylang Bahru (Blk 59C),"1.3222149, 103.8684130"
Soo Chow Rise,"1.3534350, 103.8308094"
Ubi Avenue 1,"1.3262572, 103.8980834"
Pasir Panjang Hill,"1.2816073, 103.7852915"
nds Drive 14 lk 520),"1.4316858, 103.7915305"
Kim Keat Avenue (Blk 194),"1.3309630, 103.8581751"
Chai Chee Road (Blk 808C),"1.3270006, 103.9238701"
Pipit Road (Blk 55),"1.3237647, 103.8884362"
Joo Chiat Place,"1.3143557, 103.9068343"
Choa Chu Kang Ave 4 (Blk 444),"1.3816244, 103.7372887"
Geylang East Avenue 1 (Blk 133),"1.3162818, 103.8854927"
Bishan Street 13 (Blk 182),"1.3500241, 103.8531095"
lands Ring Road lk 658),"1.4365450, 103.7994430"
Hougang Street 11 (Blk 158),"1.3517009, 103.8804560"
Bishan Street 22 (Blk 240),"1.3609850, 103.8451304"
Ghim Moh Road (Blk 16),"1.3094073, 103.7878033"
Jurong West Street 61 (Blk 646),"1.3394992, 103.6969269"
Lorong Ah Soo (Blk 132),"1.3509307, 103.8864427"
Stirling Road (Blk 171),"1.2906819, 103.8038534"
Choa Chu Kang Avenue 2 (Blk 296B),"1.3768341, 103.7415428"
1 Toa Payoh is Towers),"1.3329890, 103.8439570"
Paya Lebar Walk,"1.3486527, 103.8810471"
Jedburgh Gardens,"1.3142810, 103.9206970"
Holland Drive (Blk 11),"1.3090796, 103.7940510"
Bedok Reservoir Road (Blk 601),"1.3299265, 103.9112724"
ampines Street 34 (Blk 368),"1.3587853, 103.9609678"
Pasir Ris Drive 6 (Blk 472),"1.3741653, 103.9573188"
6 Geylang,"1.3103297, 103.8766646"
Tanah Merah Kechil Link (Urban Vista),"1.3274150, 103.9444900"
Bishan Street 22 (Blk 246),"1.3607032, 103.8432282"
Geylang East Avenue 1 (Central Grove),"1.3159873, 103.8844239"
Geylang Bahru (Blk 58),"1.3232956, 103.8680500"
Pasir Ris Street 21 (Blk 269),"1.3652670, 103.9636649"
East Coast Road,"1.3090566, 103.9126906"
Bukit Batok East Avenue 5 (Blk 247),"1.3498863, 103.7567807"
Angsana Avenue,"1.3309964, 103.8768500"
Compassvale Road (Blk 245),"1.3929810, 103.8993069"
hee Street,"1.3316698, 103.8711799"
ast Street 21 lk 212),"1.3391049, 103.7403661"
Fernvale Lane (Blk 430B),"1.3939628, 103.8787318"
Pasir Ris Drive 6 (Blk 467),"1.3735463, 103.9567295"
Desker Road,"1.3089271, 103.8553452"
Bedok Avenue,"1.3217159, 103.9527354"
ds Avenue 6 Fountains),"1.4310390, 103.7998168"
Choa Chu Kang Central (Blk 355),"1.3830339, 103.7438283"
Hougang Avenue 8 (Blk 652),"1.3724178, 103.8815498"
nds Drive 14 lk 506),"1.4316858, 103.7915305"
Woodlands Drive 40 (Blk 705),"1.4397379, 103.7960431"
ast Street 21 lk 238),"1.3407152, 103.7405471"
Telok Blangah Street 31 (Blk 91A),"1.2762491, 103.8068798"
Bedok Reservoir Road (Blk 114),"1.3305197, 103.9099130"
ommonwealth Drive (Blk 93),"1.3053873, 103.8001180"
asir Ris Grove (The Palette),"1.3700253, 103.9448248"
Bedok North Avenue 2 (Blk 514),"1.3322394, 103.9289458"
Hougang Avenue 1 (Blk 113),"1.3535533, 103.8887080"
Lorong 20 Geylang,"1.3113580, 103.8813418"
Bukit Batok Street 34 (Blk 337),"1.3631580, 103.7489651"
Worthing Road,"1.3682841, 103.8679404"
Bishan Street 22 (Blk 247),"1.3609967, 103.8431376"
